STUID,GENDER,ETHNICITY,CITY,DISTRICT,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,ENROLLEDSEMESTER
15156,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
15167,M,Creole,-,BELIZE CITY,EDWARD P. YORKE,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
15173,M,Mayan,SANTA ROSA VILLAGE,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
15186,M,Mestizo,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
15191,M,Mestizo,BELIZE CITY,BELIZE,ESCUELA MEXICO,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
15209,M,Creole,-,BELIZE CITY,SADIE VERNON TECHNICAL HIGH SC,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
15215,F,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
15227,M,Creole,LADYVILLE VILLAGE,BELIZE,EDWARD P. YORKE,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
15235,M,Garifuna,CHICAGO,Illinois,FOREIGN,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
15268,M,Creole,-,BELIZE CITY,EDWARD P. YORKE,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
15273,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-2
15293,M,Mestizo,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-2
15317,F,Creole,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
15326,M,Creole,-,BELIZE,UNIVERSITY OF BELIZE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
15331,M,Mestizo,CAYO,BELIZE,ST. IGNATIUS HIGH SCHOOL,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
15335,M,Garifuna,TOLEDO DISTRICT,BELIZE,TOLEDO COMMUNITY COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
15344,M,Mestizo,CAYO,BELIZE,SACRED HEART JUNIOR COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15359,M,Mayan,-,STANN CREEK,STANN CREEK ECUMENICAL JR. COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15368,M,Creole,BELMOPAN CITY,CAYO,ST. JOHN'S COLLEGE,1/20/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
15374,M,Mestizo,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,1/19/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2014-2
15400,M,Mestizo,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/20/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
15410,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,1/20/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
15414,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/20/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-2
15418,F,Mayan,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/20/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
15421,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,1/20/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
15424,F,Mestizo,-,BELIZE,COROZAL JUNIOR COLLEGE,1/20/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15427,M,Garifuna,-,TOLEDO,ST. PETER CLAVER EXTENSION,1/20/2014,AINT,Information Technology,11,Associate Degree,terminated,,,2013-2
15453,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/20/2013,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,5/16/2016,2013-2
15480,M,Creole,-,STANN CREEK,OUR LADY OF GUADALUPE HIGH SCH,1/20/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
15487,M,Mestizo,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/20/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
15493,M,Creole,-,BELIZE,EDWARD P. YORKE,1/20/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
15499,M,Mestizo,-,CAYO,CAYO CHRISTIAN ACADEMY,1/20/2013,AINT,Information Technology,11,Associate Degree,Graduated,6/24/2017,5/15/2017,2014-1
15525,F,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/20/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
15529,M,Mestizo,BELIZE,BELIZE,ST. JOHN'S COLLEGE,1/20/2013,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2013-3
15571,F,Creole,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST ACE,1/20/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2000-1
15576,M,Mestizo,-,CAYO,ST. JOHN'S COLLEGE,1/20/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
15582,F,Other,-,CAYO,BELIZE CHRISTIAN ACADEMY,1/20/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-2
15588,F,Ketchi,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,1/20/2014,AINT,Information Technology,11,Associate Degree,terminated,,,2015-2
15598,F,Mestizo,SAN IGNACIO TOWN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,1/20/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
15628,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/20/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-2
15639,F,Creole,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,1/20/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
15656,M,Creole,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,1/20/2014,AINT,Information Technology,11,Associate Degree,terminated,,,2013-2
15661,M,Caucasian,-,CAYO,SACRED HEART COLLEGE,1/20/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-2
15690,M,Garifuna,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,1/20/2012,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
15694,F,Creole,CAYO DISTRICT,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/20/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
15698,M,Mestizo,-,CAYO,ST. IGNATIUS HIGH SCHOOL,1/20/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
15712,M,Creole,BELMOPAN CITY,CAYO,ADULT & CONTINUING EDUCATION,8/18/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2014-2
15715,F,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,1/20/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
15719,M,Creole,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/20/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
15725,F,Oriental,BELMOPAN CITY,CAYO,FOREIGN,1/20/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
15729,F,Garifuna,-,STANN CREEK,DELILLE ACADEMY,1/20/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
15731,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,1/20/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-2
15734,F,Creole,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
15742,M,Garifuna,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
15760,M,Mestizo,BELMOPAN,CAYO,CAYO CHRISTIAN ACADEMY,8/18/2018,AINT,Information Technology,11,Associate Degree,Graduated,,12/9/2022,2018-2
15800,M,Garifuna,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
15814,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,5/16/2016,2000-1
15840,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15841,M,Creole,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-2
15851,M,Creole,-,DANGRIGA,STANN CREEK ECUMENICAL HIGH SC,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15852,F,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
15875,M,Mayan,-,CAYO,SACRED HEART COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15876,M,East Indian,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15877,M,Mestizo,-,ORANGE WALK,ORANGE WALK TECHNICAL,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
15883,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15884,M,Creole,-,BELIZE,GWEN LIZARRAGA,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/19/2020,2014-1
15929,M,Mayan,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2018-2
15974,M,Creole,-,CAYO,EDWARD P. YORKE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15975,M,Creole,-,CAYO,TOLEDO COMMUNITY COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2014-1
16014,F,Garifuna,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16015,F,Garifuna,-,BELIZE,PALLOTTI HIGH SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/24/2017,5/15/2017,2014-1
16046,M,Creole,-,BELIZE,ST. JOHN'S COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16047,M,Mestizo,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
16061,M,Mestizo,-,TOLEDO,INDEPENDENCE HIGH SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/15/2017,2014-1
16092,F,Caucasian,-,CAYO,BELIZE CHRISTIAN ACADEMY,8/18/2014,AINT,Information Technology,11,Associate Degree,Transferred,,,2000-1
16103,M,Garifuna,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16104,M,Garifuna,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16112,M,Creole,-,CAYO,CAYO CHRISTIAN ACADEMY,8/8/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
16127,M,Mestizo,-,BELIZE,LADYVILLE TECHNICAL HIGH,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
16134,M,Mestizo,-,CAYO,CAYO CHRISTIAN ACADEMY,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-2
16161,M,Mestizo,-,ORANGE WALK,COROZAL COMMUNITY COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
16168,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
16189,F,Garifuna,BELIZE DISTRICT,BELIZE,LADYVILLE TECHNICAL HIGH,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-2
16198,M,Creole,-,BELIZE,EXCELSIOR HIGH,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-2
16199,M,Mayan,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16200,M,Creole,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,7/27/2019,2014-1
16233,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-2
16239,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
16256,M,Mestizo,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16257,M,Creole,-,BELIZE,*WESLEY COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16258,F,Creole,-,BELIZE,PALLOTTI HIGH SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,terminated,,,2014-1
16272,M,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,12/9/2020,2014-1
16315,M,Mestizo,-,BELIZE,EDWARD P. YORKE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16316,M,Mestizo,ORANGE WALK,ORANGE WALK,FOREIGN,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
16317,M,Mestizo,BELMOPAN,CAYO,BELIZE TECHNICAL COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
16320,M,Creole,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
16339,M,Mestizo,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/1/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/9/2020,2019-2
16353,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,1/19/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/15/2017,2014-2
16377,M,Creole,BELIZE CITY,BELIZE,BELMOPAN BAPTIST HIGH SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16378,M,Creole,SANTA ELENA TOWN,CAYO,UNIVERSITY OF BELIZE,1/19/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-2
16382,M,Mestizo,-,CAYO,UNIVERSITY OF BELIZE,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2016-1
16407,M,Creole,-,STANN CREEK,ADULT & CONTINUING EDUCATION,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
16412,M,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
16418,M,Creole,BELIZE,BELIZE,ADULT & CONTINUING EDUCATION,8/15/2016,AINT,Information Technology,11,Associate Degree,Dropped,,,2016-1
16419,M,Creole,-,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
16428,M,Creole,-,CAYO,ANGLICAN CATHEDRAL COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,12/4/2017,2015-2
16462,M,Garifuna,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
16477,M,Mestizo,CAYO DISTRICT,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2014-1
16509,M,Mestizo,-,BELIZE,OUR LADY OF GUADALUPE HIGH SCH,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,12/12/2019,2014-2
16551,M,Other,-,CAYO,FOREIGN,1/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-2
16567,M,Mestizo,-,CAYO,UNIVERSITY OF BELIZE,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
16589,M,Mayan,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2016-1
16602,F,Garifuna,-,STANN CREEK,ST. CATHERINE ACADEMY,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
16612,F,Mestizo,-,CAYO,BELIZE CHRISTIAN ACADEMY,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
16627,M,Creole,-,BELIZE,EDWARD P. YORKE,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2014-1
16663,F,Mestizo,SAN IGNACIO,CAYO,SACRED HEART JUNIOR COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,12/4/2017,2000-1
16696,M,Mestizo,BELMOPAN,CAYO,STANN CREEK ECUMENICAL HIGH SC,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
16712,M,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
16716,M,Mestizo,-,CAYO,EDEN SDA HIGH,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,12/10/2018,2015-1
16745,M,Other,BELMOPAN,CAYO,ROSE GLEN CHRISTIAN SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
16768,M,Mestizo,ORANGE WALK,ORANGE WALK,MUFFLES JUNIOR COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
16773,M,East Indian,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
16790,F,Mestizo,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,1/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2020-2
16795,M,Mayan,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16803,M,Mayan,TOLEDO DISTRICT,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
16809,M,Oriental,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,7/28/2017,2015-1
16836,F,Mayan,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
16841,F,Creole,BELIZE CITY,BELIZE,ST. CATHERINE ACADEMY,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16842,F,Mestizo,COROZAL TOWN,COROZAL,COROZAL COMMUNITY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,12/4/2017,2015-2
16871,M,Mayan,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
16878,M,Garifuna,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
16879,M,Mayan,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
16883,M,Creole,-,STANN CREEK,TOLEDO COMMUNITY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2015-1
16908,M,Caucasian,-,CAYO,UNIVERSITY OF BELIZE,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2021,2020-2
16920,M,Mayan,BELMOPAN,CAYO,UNIVERSITY OF BELIZE,1/18/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/19/2020,2016-2
16952,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/14/2019,AINT,Information Technology,11,Associate Degree,In Process,,1/9/2023,2020-1
16974,F,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-2
16993,M,Mestizo,-,CAYO,MOUNT CARMEL HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,terminated,,,2015-1
17004,M,Mestizo,-,CAYO,AYOUNG NAZARENE HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,terminated,,,2015-1
17013,M,Creole,8.5 M WESTERN HWY,BELIZE,*WESLEY COLLEGE,8/17/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-2
17037,M,Creole,LADYVILLE VILLAGE,BELIZE,ST. JOHN'S COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/24/2017,5/15/2017,2015-1
17066,M,Oriental,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17094,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
17110,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17115,F,Other,-,SAN PEDRO,SAN PEDRO HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17116,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17147,M,Creole,BELMOPAN CITY,CAYO,TOLEDO COMMUNITY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17149,M,Creole,-,BELIZE,EDWARD P. YORKE,8/17/2015,AINT,Information Technology,11,Associate Degree,terminated,,,2015-1
17153,F,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
17157,M,Mayan,-,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17163,F,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
17169,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17197,M,Mestizo,BELMOPAN CITY,CAYO,SACRED HEART COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17204,M,Mestizo,BELIZE,BELIZE,BELIZE HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17205,M,East Indian,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17220,M,Mestizo,-,CAYO,CAYO CHRISTIAN ACADEMY,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-2
17228,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,7/27/2019,2015-2
17262,M,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,7/28/2017,2000-1
17288,M,Mestizo,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17318,M,Mayan,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17324,M,Creole,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,7/22/2022,2015-1
17368,M,Garifuna,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
17387,M,Other,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,12/10/2018,2015-1
17418,M,East Indian,BELMOPAN CITY,CAYO,CAYO CHRISTIAN ACADEMY,8/17/2015,AINT,Information Technology,11,Associate Degree,In Process,,,2015-1
17454,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
17461,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,MUFFLES COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17462,M,Creole,BELIZE,BELIZE,ST. JOHN'S COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17463,M,East Indian,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17464,M,Mestizo,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17465,M,Oriental,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-2
17493,M,Creole,SAN IGNACIO,CAYO,UNIVERSITY OF BELIZE,1/18/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2015-2
